author,dynasty,content,book,title
佚名,春秋,式微，式微，胡不歸？微君之故，胡為乎中露！式微，式微，胡不歸？微君之躬，胡為乎泥中！,詩經,式微
佚名,春秋,簡兮簡兮，方將萬舞。日之方中，在前上處。,詩經,簡兮
佚名,春秋,凱風自南，吹彼棘心。棘心夭夭，母氏劬勞。凱風自南，吹彼棘薪。母氏聖善，我無令人。爰有寒泉？在浚之下。有子七人，母氏勞苦。睍睆黃鳥，載好其音。有子七人，莫慰母心。,詩經,凱風
佚名,春秋,匏有苦葉，濟有深涉。深則厲，淺則揭。,詩經,匏有苦葉
佚名,春秋,習習谷風，以陰以雨。黽勉同心，不宜有怒。采葑采菲，無以下體？德音莫違，及爾同死。,詩經,穀風
佚名,春秋,旄丘之葛兮，何誕之節兮。叔兮伯兮，何多日也？,詩經,旄丘
佚名,春秋,雄雉於飛，泄泄其羽。我之懷矣，自詒伊阻。,詩經,雄雉
佚名,春秋,靜女其姝，俟我於城隅。愛而不見，搔首踟躕。靜女其孌，貽我彤管。彤管有煒，說懌女美。自牧歸荑，洵美且異。匪女之為美，美人之貽。,詩經,靜女
佚名,春秋,新台有泚，河水瀰瀰。燕婉之求，蘧篨不鮮。,詩經,新台
佚名,春秋,毖彼泉水，亦流於淇。有懷于衛，靡日不思。孌彼諸姬，聊與之謀。出宿於泲，飲餞於禰，女子有行，遠父母兄弟。問我諸姑，遂及伯姊。出宿於幹，飲餞於言。載脂載轄，還車言邁。遄臻于衛，不瑕有害？我思肥泉，茲之永歎。思須與漕，我心悠悠。駕言出遊，以寫我憂。,詩經,泉水
佚名,春秋,二子乘舟，泛泛其景。願言思子，中心養養！,詩經,二子乘舟
佚名,春秋,出自北門，憂心殷殷。終窶且貧，莫知我艱。已焉哉！天實為之，謂之何哉！,詩經,北門
佚名,春秋,北風其涼，雨雪其雱。惠而好我，攜手同行。其虛其邪？既亟只且！,詩經,北風
佚名,春秋,泛彼柏舟，在彼中河。髧彼兩髦，實維我儀。,詩經,鄘風·柏舟
佚名,春秋,牆有茨，不可掃也。中冓之言，不可道也。所可道也，言之醜也。,詩經,牆有茨
佚名,春秋,君子偕老，副笄六珈。委委佗佗，如山如河，象服是宜。子之不淑，雲如之何？,詩經,君子偕老
佚名,春秋,爰采唐矣？沬之鄉矣。雲誰之思？美孟薑矣。期我乎桑中，要我乎上宮，送我乎淇之上矣。,詩經,桑中
佚名,春秋,蝃蝀在東，莫之敢指。女子有行，遠父母兄弟。,詩經,蝃蝀
佚名,春秋,鶉之奔奔，鵲之彊彊。人之無良，我以為兄！,詩經,鶉之奔奔
佚名,春秋,孑孑幹旄，在浚之郊。素絲紕之，良馬四之。彼姝者子，何以畀之？,詩經,幹旄
佚名,春秋,載馳載驅，歸唁衛侯。驅馬悠悠，言至於漕。大夫跋涉，我心則憂。,詩經,載馳
佚名,春秋,瞻彼淇奧，綠竹猗猗。有匪君子，如切如磋，如琢如磨。瑟兮僩兮，赫兮咺兮。有匪君子，終不可諼兮。瞻彼淇奧，綠竹青青。有匪君子，充耳琇瑩，會弁如星。瑟兮僩兮，赫兮咺兮。有匪君子，終不可諼兮。瞻彼淇奧，綠竹如簀。有匪君子，如金如錫，如圭如璧。寬兮綽兮，猗重較兮。善戲謔兮，不為虐兮。,詩經,淇奧
佚名,春秋,考槃在澗，碩人之寬。獨寐寤言，永矢弗諼。,詩經,考槃
佚名,春秋,相鼠有皮，人而無儀！人而無儀，不死何為？相鼠有齒，人而無止！人而無止，不死何俟？相鼠有體，人而無禮，人而無禮！胡不遄死？,詩經,相鼠
佚名,春秋,氓之蚩蚩，抱布貿絲。匪來貿絲，來即我謀。送子涉淇，至於頓丘。匪我愆期，子無良媒。將子無怒，秋以為期。,詩經,氓
佚名,春秋,伯兮朅兮，邦之桀兮。伯也執殳，為王前驅。,詩經,伯兮
佚名,春秋,有狐綏綏，在彼淇梁。心之憂矣，之子無裳。,詩經,有狐
佚名,春秋,碩人其頎，衣錦褧衣。齊侯之子，衛侯之妻。東宮之妹，邢侯之姨，譚公維私。,詩經,碩人
佚名,春秋,投我以木瓜，報之以瓊琚。匪報也，永以為好也！,詩經,木瓜
佚名,春秋,芄蘭之支，童子佩觿。雖則佩觿，能不我知。容兮遂兮，垂帶悸兮。,詩經,芄蘭
佚名,春秋,誰謂河廣？一葦杭之。誰謂宋遠？跂予望之。,詩經,河廣
佚名,春秋,彼黍離離，彼稷之苗。行邁靡靡，中心搖搖。知我者，謂我心憂；不知我者，謂我何求。悠悠蒼天，此何人哉？,詩經,黍離
佚名,春秋,中穀有蓷，暵其乾矣。有女仳離，嘅其歎矣。嘅其歎矣，遇人之艱難矣！,詩經,中穀有蓷
佚名,春秋,君子于役，不知其期，曷至哉？雞棲於塒，日之夕矣，羊牛下來。君子于役，如之何勿思！君子于役，不日不月，曷其有佸？雞棲於桀，日之夕矣，羊牛下括。君子于役，苟無饑渴！,詩經,君子于役
佚名,春秋,君子陽陽，左執簧，右招我由房，其樂只且！,詩經,君子陽陽
佚名,春秋,揚之水，不流束薪。彼其之子，不與我戍申。懷哉懷哉，曷月予還歸哉？揚之水，不流束楚。彼其之子，不與我戍甫。懷哉懷哉，曷月予還歸哉？揚之水，不流束蒲。彼其之子，不與我戍許。懷哉懷哉，曷月予還歸哉？,詩經,國風·王風·揚之水
佚名,春秋,籊籊竹竿，以釣於淇。豈不爾思？遠莫致之。,詩經,竹竿
佚名,春秋,有兔爰爰，雉離于羅。我生之初，尚無為；我生之後，逢此百罹。尚寐無吪！有兔爰爰，雉離於罦。我生之初，尚無造；我生之後，逢此百憂。尚寐無覺！有兔爰爰，雉離於罿。我生之初，尚無庸；我生之後，逢此百凶。尚寐無聰！,詩經,兔爰
佚名,春秋,綿綿葛藟，在河之滸。終遠兄弟，謂他人父。謂他人父，亦莫我顧。綿綿葛藟，在河之涘。終遠兄弟，謂他人母。謂他人母，亦莫我有。綿綿葛藟，在河之漘。終遠兄弟，謂他人昆。謂他人昆，亦莫我聞。,詩經,葛藟
佚名,春秋,彼采葛兮，一日不見，如三月兮！彼采蕭兮，一日不見，如三秋兮！彼采艾兮！一日不見，如三歲兮！,詩經,采葛
佚名,春秋,大車檻檻，毳衣如菼。豈不爾思？畏子不敢。大車啍啍，毳衣如璊。豈不爾思？畏子不奔。轂則異室，死則同穴。謂予不信，有如皎日。,詩經,大車
佚名,春秋,丘中有麻，彼留子嗟。彼留子嗟，將其來施施。,詩經,丘中有麻
佚名,春秋,緇衣之宜兮，敝予又改為兮。適子之館兮。還予授子之粲兮。,詩經,緇衣
佚名,春秋,將仲子兮，無逾我裡，無折我樹杞。豈敢愛之？畏我父母。仲可懷也，父母之言亦可畏也。將仲子兮，無逾我牆，無折我樹桑。豈敢愛之？畏我諸兄。仲可懷也，諸兄之言亦可畏也。將仲子兮，無逾我園，無折我樹檀。豈敢愛之？畏人之多言。仲可懷也，人之多言亦可畏也。,詩經,將仲子
佚名,春秋,叔于田，巷無居人。豈無居人？不如叔也。洵美且仁。,詩經,叔于田
佚名,春秋,蘀兮蘀兮，風其吹女。叔兮伯兮，倡予和女。,詩經,蘀兮
佚名,春秋,叔于田，乘乘馬。執轡如組，兩驂如舞。叔在藪，火烈具舉。袒裼暴虎，獻於公所。將叔勿狃，戒其傷女。,詩經,大叔于田
佚名,春秋,清人在彭，駟介旁旁。二矛重英，河上乎翱翔。,詩經,清人
佚名,春秋,女曰雞鳴，士曰昧旦。子興視夜，明星有爛。將翱將翔，弋鳧與雁。,詩經,女曰雞鳴
佚名,春秋,有女同車，顏如舜華。將翱將翔，佩玉瓊琚。彼美孟薑，洵美且都。,詩經,有女同車
佚名,春秋,山有扶蘇，隰有荷華。不見子都，乃見狂且。,詩經,山有扶蘇
佚名,春秋,羔裘如濡，洵直且侯。彼其之子，捨命不渝。,詩經,羔裘
佚名,春秋,遵大路兮，摻執子之祛兮，無我惡兮，不寁故也！,詩經,遵大路
佚名,春秋,彼狡童兮，不與我言兮。維子之故，使我不能餐兮。,詩經,狡童
佚名,春秋,子惠思我，褰裳涉溱。子不我思，豈無他人？狂童之狂也且！子惠思我，褰裳涉洧。子不我思，豈無他士？狂童之狂也且！,詩經,褰裳
佚名,春秋,東門之墠，茹藘在阪。其室則邇，其人甚遠。,詩經,東門之墠
佚名,春秋,風雨淒淒，雞鳴喈喈，既見君子。雲胡不夷？風雨瀟瀟，雞鳴膠膠。既見君子，雲胡不瘳？風雨如晦，雞鳴不已。既見君子，雲胡不喜？,詩經,風雨
佚名,春秋,青青子衿，悠悠我心。縱我不往，子寧不嗣音？,詩經,子衿
佚名,春秋,揚之水，不流束楚。終鮮兄弟，維予與女。無信人之言，人實誑女。,詩經,鄭風·揚之水
佚名,春秋,出其東門，有女如雲。雖則如雲，匪我思存。縞衣綦巾，聊樂我員。出其闉闍，有女如荼。雖則如荼，匪我思且。縞衣茹藘，聊可與娛。,詩經,出其東門
佚名,春秋,子之豐兮，俟我乎巷兮，悔予不送兮。,詩經,豐
佚名,春秋,野有蔓草，零露漙兮。有美一人，清揚婉兮。邂逅相遇，適我願兮。,詩經,野有蔓草
佚名,春秋,溱與洧，方渙渙兮。士與女，方秉蕑兮。女曰觀乎？士曰既且，且往觀乎？洧之外，洵訏且樂。維士與女，伊其相謔，贈之以芍藥。溱與洧，瀏其清矣。士與女，殷其盈矣。女曰觀乎？士曰既且，且往觀乎？洧之外，洵訏且樂。維士與女，伊其將謔，贈之以芍藥。,詩經,溱洧
佚名,春秋,雞既鳴矣，朝既盈矣。匪雞則鳴，蒼蠅之聲。東方明矣，朝既昌矣。匪東方則明，月出之光。蟲飛薨薨，甘與子同夢。會且歸矣，無庶予子憎。,詩經,雞鳴
佚名,春秋,子之還兮，遭我乎狃之間兮。並驅從兩肩兮，揖我謂我儇兮。,詩經,還
佚名,春秋,東方之日兮，彼姝者子，在我室兮。在我室兮，履我即兮。,詩經,東方之日
佚名,春秋,俟我於著乎而，充耳以素乎而，尚之以瓊華乎而。,詩經,著
佚名,春秋,東方未明，顛倒衣裳。顛之倒之，自公召之。,詩經,東方未明
佚名,春秋,南山崔崔，雄狐綏綏。魯道有蕩，齊子由歸。既曰歸止，曷又懷止？,詩經,南山
佚名,春秋,無田甫田，維莠驕驕。無思遠人，勞心忉忉。,詩經,甫田
佚名,春秋,敝笱在梁，其魚魴鰥。齊子歸止，其從如雲。,詩經,敝笱
佚名,春秋,盧令令，其人美且仁。盧重環，其人美且鬈。盧重鋂，其人美且偲。,詩經,盧令
佚名,春秋,載驅薄薄，簟茀朱鞹。魯道有蕩，齊子發夕。四驪濟濟，垂轡濔濔。魯道有蕩，齊子豈弟。汶水湯湯，行人彭彭。魯道有蕩，齊子翱翔。汶水滔滔，行人儦儦。魯道有蕩，齊子遊遨。,詩經,載驅
佚名,春秋,糾糾葛屨，可以履霜？摻摻女手，可以縫裳？要之襋之，好人服之。,詩經,葛屨
佚名,春秋,猗嗟昌兮，頎而長兮。抑若揚兮，美目揚兮。巧趨蹌兮，射則臧兮。猗嗟名兮，美目清兮，儀既成兮。終日射侯，不出正兮，展我甥兮。猗嗟孌兮，清揚婉兮。舞則選兮，射則貫兮。四矢反兮，以禦亂兮。,詩經,猗嗟
佚名,春秋,彼汾沮洳，言采其莫。彼其之子，美無度。美無度，殊異乎公路。,詩經,汾沮洳
佚名,春秋,園有桃，其實之肴。心之憂矣，我歌且謠。不知我者，謂我士也驕。彼人是哉，子曰何其？心之憂矣，其誰知之？其誰知之，蓋亦勿思！,詩經,園有桃
佚名,春秋,陟彼岵兮，瞻望父兮。父曰：嗟！予子行役，夙夜無已。上慎旃哉，猶來！無止！,詩經,陟岵
佚名,春秋,坎坎伐檀兮，置之河之幹兮。河水清且漣猗。不稼不穡，胡取禾三百廛兮？不狩不獵，胡瞻爾庭有縣貆兮？彼君子兮，不素餐兮！,詩經,伐檀
佚名,春秋,十畝之間兮，桑者閑閑兮，行與子還兮。,詩經,十畝之間
佚名,春秋,碩鼠碩鼠，無食我黍！三歲貫女，莫我肯顧。逝將去女，適彼樂土。樂土樂土，爰得我所。碩鼠碩鼠，無食我麥！三歲貫女，莫我肯德。逝將去女，適彼樂國。樂國樂國，爰得我直。碩鼠碩鼠，無食我苗！三歲貫女，莫我肯勞。逝將去女，適彼樂郊。樂郊樂郊，誰之永號？,詩經,碩鼠
佚名,春秋,蟋蟀在堂，歲聿其莫。今我不樂，日月其除。無已大康，職思其居。好樂無荒，良士瞿瞿。,詩經,蟋蟀
佚名,春秋,山有樞，隰有榆。子有衣裳，弗曳弗婁。子有車馬，弗馳弗驅。宛其死矣，他人是愉。,詩經,山有樞
佚名,春秋,揚之水，白石鑿鑿。素衣朱襮，從子於沃。既見君子，雲何不樂？,詩經,唐風·揚之水
佚名,春秋,椒聊之實，蕃衍盈升。彼其之子，碩大無朋。椒聊且，遠條且。,詩經,椒聊
佚名,春秋,羔裘豹祛，自我人居居。豈無他人？維子之故。,詩經,詩經·羔裘
佚名,春秋,肅肅鴇羽，集於苞栩。王事靡盬，不能蓺稷黍。父母何怙？悠悠蒼天，曷其有所？,詩經,鴇羽
佚名,春秋,有杕之杜，其葉湑湑。獨行踽踽。豈無他人？不如我同父。嗟行之人，胡不比焉？人無兄弟，胡不佽焉？有杕之杜，其葉菁菁。獨行睘睘。豈無他人？不如我同姓。嗟行之人，胡不比焉？人無兄弟，胡不佽焉？,詩經,杕杜
佚名,春秋,豈曰無衣？七兮。不如子之衣，安且吉兮。豈曰無衣？六兮。不如子之衣，安且燠兮。,詩經,無衣
佚名,春秋,綢繆束薪，三星在天。今夕何夕，見此良人？子兮子兮，如此良人何？,詩經,綢繆
佚名,春秋,有車鄰鄰，有馬白顛。未見君子，寺人之令。,詩經,車鄰
佚名,春秋,駟驖孔阜，六轡在手。公之媚子，從公於狩。,詩經,駟驖
佚名,春秋,蒹葭蒼蒼，白露為霜。所謂伊人，在水一方。溯洄從之，道阻且長。溯游從之，宛在水中央。蒹葭萋萋，白露未晞。所謂伊人，在水之湄。溯洄從之，道阻且躋。溯游從之，宛在水中坻。蒹葭采采，白露未已。所謂伊人，在水之涘。溯洄從之，道阻且右。溯游從之，宛在水中沚。,詩經,蒹葭
佚名,春秋,有杕之杜，生於道左。彼君子兮，噬肯適我？中心好之，曷飲食之？,詩經,有杕之杜
佚名,春秋,葛生蒙楚，蘞蔓於野。予美亡此，誰與？獨處？,詩經,葛生
佚名,春秋,終南何有？有條有梅。君子至止，錦衣狐裘。顏如渥丹，其君也哉！,詩經,終南
佚名,春秋,采苓采苓，首陽之巔。人之為言，苟亦無信。舍旃舍旃，苟亦無然。人之為言，胡得焉？,詩經,采苓
佚名,春秋,小戎俴收，五楘梁輈。游環脅驅，陰靷鋈續。文茵暢轂，駕我騏馵。言念君子，溫其如玉。在其板屋，亂我心曲。,詩經,小戎
佚名,春秋,子之湯兮，宛丘之上兮。洵有情兮，而無望兮。,詩經,宛丘
佚名,春秋,交交黃鳥，止於棘。誰從穆公？子車奄息。維此奄息，百夫之特。臨其穴，惴惴其栗。彼蒼者天，殲我良人！如可贖兮，人百其身！,詩經,黃鳥
佚名,春秋,鴥彼晨風，郁彼北林。未見君子，憂心欽欽。如何如何，忘我實多！,詩經,晨風
佚名,春秋,豈曰無衣？與子同袍。王于興師，修我戈矛。與子同仇！,詩經,秦風·無衣
佚名,春秋,我送舅氏，曰至渭陽。何以贈之？路車乘黃。,詩經,渭陽
佚名,春秋,於我乎，夏屋渠渠，今也每食無餘。于嗟乎，不承權輿！,詩經,權輿
佚名,春秋,東門之枌，宛丘之栩。子仲之子，婆娑其下。,詩經,東門之枌
佚名,春秋,衡門之下，可以棲遲。泌之洋洋，可以樂饑。豈其食魚，必河之魴？豈其取妻，必齊之薑？豈其食魚，必河之鯉？豈其取妻，必宋之子？,詩經,衡門
佚名,春秋,東門之楊，其葉牂牂。昏以為期，明星煌煌。,詩經,東門之楊
佚名,春秋,墓門有棘，斧以斯之。夫也不良，國人知之。知而不已，誰昔然矣。,詩經,墓門
佚名,春秋,月出皎兮。佼人僚兮。舒窈糾兮。勞心悄兮。月出皓兮。佼人懰兮。舒憂受兮。勞心慅兮。月出照兮。佼人燎兮。舒夭紹兮。勞心慘兮。,詩經,月出
佚名,春秋,東門之池，可以漚麻。彼美淑姬，可與晤歌。,詩經,東門之池
佚名,春秋,庶見素冠兮？棘人欒欒兮，勞心慱慱兮。,詩經,素冠
佚名,春秋,胡為乎株林？從夏南！匪適株林，從夏南！,詩經,株林
佚名,春秋,羔裘逍遙，狐裘以朝。豈不爾思？勞心忉忉。,詩經,檜風·羔裘
佚名,春秋,隰有萇楚，猗儺其枝，夭之沃沃，樂子之無知。,詩經,隰有萇楚
佚名,春秋,彼澤之陂，有蒲與荷。有美一人，傷如之何？寤寐無為，涕泗滂沱。,詩經,澤陂
佚名,春秋,彼候人兮，何戈與祋。彼其之子，三百赤芾。,詩經,候人
佚名,春秋,匪風發兮，匪車偈兮。顧瞻周道，中心怛兮。,詩經,匪風
佚名,春秋,冽彼下泉，浸彼苞稂。愾我寤歎，念彼周京。,詩經,下泉
佚名,春秋,鳲鳩在桑，其子七兮。淑人君子，其儀一兮。其儀一兮，心如結兮。,詩經,鳲鳩
佚名,春秋,蜉蝣之羽，衣裳楚楚。心之憂矣，於我歸處。,詩經,蜉蝣
佚名,春秋,我徂東山，慆慆不歸。我來自東，零雨其濛。我東曰歸，我心西悲。制彼裳衣，勿士行枚。蜎々者蠋，烝在桑野。敦彼獨宿，亦在車下。,詩經,東山
佚名,春秋,七月流火，九月授衣。一之日觱發，二之日栗烈。無衣無褐，何以卒歲。三之日於耜，四之日舉趾。同我婦子，饁彼南畝，田畯至喜。,詩經,七月
佚名,春秋,伐柯如何？匪斧不克。取妻如何？匪媒不得。,詩經,伐柯
佚名,春秋,既破我斧，又缺我斨。周公東征，四國是皇。哀我人斯，亦孔之將。,詩經,破斧
佚名,春秋,九罭之魚，鱒魴。我覯之子，袞衣繡裳。,詩經,九罭
佚名,春秋,鴟鴞鴟鴞，既取我子，無毀我室。恩斯勤斯，鬻子之閔斯。,詩經,鴟鴞
佚名,春秋,狼跋其胡，載疐其尾。公孫碩膚，赤舄幾幾。,詩經,狼跋
佚名,春秋,呦呦鹿鳴，食野之蘋。我有嘉賓，鼓瑟吹笙。吹笙鼓簧，承筐是將。人之好我，示我周行。,詩經,小雅·鹿鳴
佚名,春秋,四牡騑騑，周道倭遲。豈不懷歸？王事靡盬，我心傷悲。,詩經,四牡
佚名,春秋,常棣之華，鄂不韡韡。凡今之人，莫如兄弟。,詩經,常棣
佚名,春秋,皇皇者華，于彼原隰。駪駪征夫，每懷靡及。,詩經,皇皇者華
佚名,春秋,天保定爾，亦孔之固。俾爾單厚，何福不除？俾爾多益，以莫不庶。,詩經,天保
佚名,春秋,伐木丁丁，鳥鳴嚶嚶。出自幽谷，遷于喬木。嚶其鳴矣，求其友聲。,詩經,伐木
佚名,春秋,采薇采薇，薇亦作止。曰歸曰歸，歲亦莫止。靡室靡家，獫狁之故。不遑啟居，獫狁之故。,詩經,采薇
佚名,春秋,我出我車，於彼牧矣。自天子所，謂我來矣。召彼僕夫，謂之載矣。王事多難，維其棘矣。,詩經,出車
佚名,春秋,有杕之杜，有睆其實。王事靡盬，繼嗣我日。日月陽止，女心傷止，征夫遑止。,詩經,小雅·杕杜
佚名,春秋,魚麗於罶，鱨鯊。君子有酒，旨且多。,詩經,魚麗
佚名,春秋,防有鵲巢，邛有旨苕。誰侜予美？心焉忉忉。,詩經,防有鵲巢
佚名,春秋,南有嘉魚，烝然罩罩。君子有酒，嘉賓式燕以樂。,詩經,南有嘉魚
佚名,春秋,南山有台，北山有萊。樂只君子，邦家之基。樂只君子，萬壽無期。,詩經,南山有台
佚名,春秋,蓼彼蕭斯，零露湑兮。既見君子，我心寫兮。燕笑語兮，是以有譽處兮。,詩經,蓼蕭
佚名,春秋,湛湛露斯，匪陽不晞。厭厭夜飲，不醉無歸。,詩經,湛露
佚名,春秋,彤弓弨兮，受言藏之。我有嘉賓，中心貺之。鐘鼓既設，一朝饗之。,詩經,彤弓
佚名,春秋,菁菁者莪，在彼中阿。既見君子，樂且有儀。,詩經,菁菁者莪
佚名,春秋,吉日維戊，既伯既禱。田車既好，四牡孔阜。升彼大阜，從其群醜。,詩經,吉日
佚名,春秋,六月棲棲，戎車既飭。四牡騤騤，載是常服。玁狁孔熾，我是用急。王于出征，以匡王國。,詩經,六月
佚名,春秋,薄言采芑，于彼新田，呈此菑畝。方叔涖止，其車三千。師幹之試，方叔率止。乘其四騏，四騏翼翼。路車有奭，簟茀魚服，鉤膺鞗革。,詩經,采芑
佚名,春秋,鴻雁於飛，肅肅其羽。之子于征，劬勞於野。爰及矜人，哀此鰥寡。,詩經,鴻雁
佚名,春秋,夜如何其？夜未央，庭燎之光。君子至止，鸞聲將將。,詩經,庭燎
佚名,春秋,沔彼流水，朝宗於海。鴥彼飛隼，載飛載止。嗟我兄弟，邦人諸友。莫肯念亂，誰無父母？,詩經,沔水
佚名,春秋,鶴鳴於九皋，聲聞於野。魚潛在淵，或在於渚。樂彼之園，爰有樹檀，其下維蘀。它山之石，可以為錯。鶴鳴於九皋，聲聞於天。魚在於渚，或潛在淵。樂彼之園，爰有樹檀，其下維榖。它山之石，可以攻玉。,詩經,鶴鳴
佚名,春秋,我車既攻，我馬既同。四牡龐龐，駕言徂東。,詩經,車攻
佚名,春秋,皎皎白駒，食我場苗。縶之維之，以永今朝。所謂伊人，於焉逍遙？,詩經,白駒
佚名,春秋,正月繁霜，我心憂傷。民之訛言，亦孔之將。念我獨兮，憂心京京。哀我小心，癙憂以癢。,詩經,正月
佚名,春秋,秩秩斯干，幽幽南山。如竹苞矣，如松茂矣。兄及弟矣，式相好矣，無相猶矣。,詩經,斯干
佚名,春秋,黃鳥黃鳥，無集於穀，無啄我粟。此邦之人，不我肯穀。言旋言歸，複我邦族。,詩經,小雅·黃鳥
佚名,春秋,節彼南山，維石岩岩。赫赫師尹，民具爾瞻。憂心如惔，不敢戲談。國既卒斬，何用不監！,詩經,節南山
佚名,春秋,祈父，予王之爪牙。胡轉予於恤，靡所止居？,詩經,祈父
佚名,春秋,我行其野，蔽芾其樗。婚姻之故，言就爾居。爾不我畜，複我邦家。,詩經,我行其野
佚名,春秋,誰謂爾無羊？三百維群。誰謂爾無牛？九十其犉。爾羊來思，其角濈濈。爾牛來思，其耳濕濕。,詩經,無羊
佚名,春秋,十月之交，朔月辛卯。日有食之，亦孔之醜。彼月而微，此日而微；今此下民，亦孔之哀。,詩經,十月之交
佚名,春秋,浩浩昊天，不駿其德。降喪饑饉，斬伐四國。旻天疾威，弗慮弗圖。舍彼有罪，既伏其辜。若此無罪，淪胥以鋪。,詩經,雨無正
佚名,春秋,旻天疾威，敷於下土。謀猶回遹，何日斯沮？謀臧不從，不臧覆用。我視謀猶，亦孔之邛。,詩經,小旻
佚名,春秋,宛彼鳴鳩，翰飛戾天。我心憂傷，念昔先人。明發不寐，有懷二人。,詩經,小宛
